order_ref,act_number,act_year,adopted_on,comune,measure,legal_basis,what_is_ordered,plants_ordered_removed,host_species_named,act_subject
DET-8-2026-FITO,8,2026,2026-02-02,Bari,Eradication,"Art. 7, Regulation (EU) 2020/1201","The infected plant, and every specified host plant within fifty metres of it.",3,,"Reg. (UE) 2020/1201 e s.m.i. - D.Lgs 19 del 02/02/2021 ' D.G.R. N. 1075/2025. Prescrizione di misure di eradicazione per n. 3 piante infette, ai sensi dell'art. 7 del Reg. (UE) 2020/1201 e s.m.i., site in agro di Bari (BA)"
DET-11-2026-FITO,11,2026,2026-02-12,Triggiano,Removal of infected plants,"Art. 13, Regulation (EU) 2020/1201",Each plant found infected.,,Almond,Reg. (UE) 2020/1201 e s.m.i. - DGR 903 del 26/06/2025 - Prescrizione di estirpazione dei mandorli marginali o abbandonati siti negli appezzamenti in agro di Triggiano (BA) ricadenti nei 400 metri attorno alle zone infette dell'area delimitata per Xylella fastidiosa sottospecie fastidiosa ST1.
DET-12-2026-FITO,12,2026,2026-02-12,,Removal of infected plants,"Art. 13, Regulation (EU) 2020/1201",Each plant found infected.,,Almond,Reg. (UE) 2020/1201 e s.m.i. - DGR 903 del 26/06/2025 - Prescrizione di estirpazione dei mandorli marginali o abbandonati siti negli appezzamenti in agro di Bari ricadenti nei 400 metri attorno alle zone infette dell'area delimitata per Xylella fastidiosa sottospecie fastidiosa ST1.
DET-13-2026-FITO,13,2026,2026-02-12,Noicattaro,Removal of infected plants,"Art. 13, Regulation (EU) 2020/1201",Each plant found infected.,,Almond,Reg. (UE) 2020/1201 e s.m.i. - DGR 903 del 26/06/2025 - Prescrizione di estirpazione dei mandorli marginali o abbandonati siti negli appezzamenti in agro di Noicattaro (BA) ricadenti nei 400 metri attorno alle zone infette dell'area delimitata per Xylella fastidiosa sottospecie fastidiosa ST1
DET-14-2026-FITO,14,2026,2026-02-12,Capurso,Removal of infected plants,"Art. 13, Regulation (EU) 2020/1201",Each plant found infected.,,Almond,Reg. (UE) 2020/1201 e s.m.i. - DGR 903 del 26/06/2025 - Prescrizione di estirpazione dei mandorli marginali o abbandonati siti negli appezzamenti in agro di Capurso (BA) ricadenti nei 400 metri attorno alle zone infette dell'area delimitata per Xylella fastidiosa sottospecie fastidiosa ST1
DET-35-2026-FITO,35,2026,2026-03-09,Triggiano,Eradication,"Art. 7, Regulation (EU) 2020/1201","The infected plant, and every specified host plant within fifty metres of it.",7,,"Reg. (UE) 2020/1201 ' D.Lgs 19 del 02/02/2021 ' D.G.R. N. 1075/2025. Prescrizione di misure di eradicazione di n. 7 piante infette, ai sensi dell'art. 7 del Reg. (UE) 2020/1201, site in agro di Triggiano - Area delimitata per ""Xylella fastidiosa sottospecie fastidiosa ST1"""
DET-36-2026-FITO,36,2026,2026-03-09,Noicattaro,Eradication,"Art. 7, Regulation (EU) 2020/1201","The infected plant, and every specified host plant within fifty metres of it.",2,,"Reg. (UE) 2020/1201 - D.lgs. 19 del 02/02/2021 ' DGR n° 1075 del 29/07/2025. Prescrizione di misure di eradicazione di n. 2 piante infette, ai sensi dell'art. 7 del Reg. (UE) 2020/1201, site in agro di Noicattaro (BA) - Area delimitata per 'Xylella fastidiosa sottospecie -multiplex ST26- Noicattaro e Triggiano"""
DET-37-2026-FITO,37,2026,2026-03-09,Capurso,Eradication,"Art. 7, Regulation (EU) 2020/1201","The infected plant, and every specified host plant within fifty metres of it.",2,,"Reg. (UE) 2020/1201 ' D.Lgs 19 del 02/02/2021 ' D.G.R. N. 1075/2025. Prescrizione di misure di eradicazione di n. 2 piante infette, ai sensi dell'art. 7 del Reg. (UE) 2020/1201, site in agro di Capurso (BA) - Area delimitata per ""Xylella fastidiosa sottospecie fastidiosa ST1"""
DET-38-2026-FITO,38,2026,2026-03-09,Bari,Eradication,"Art. 7, Regulation (EU) 2020/1201","The infected plant, and every specified host plant within fifty metres of it.",1,,"Reg. (UE) 2020/1201 ' D.Lgs 19 del 02/02/2021 ' D.G.R. N. 1075/2025. Prescrizione di misure di eradicazione di n. 1 pianta infetta, ai sensi dell'art. 7 del Reg. (UE) 2020/1201, sita in agro di Bari - Area delimitata per ""Xylella fastidiosa sottospecie fastidiosa ST1"""
DET-51-2026-FITO,51,2026,2026-03-25,Crispiano,Removal of infected plants,"Art. 13, Regulation (EU) 2020/1201",Each plant found infected.,33,,Reg. (UE) 2020/1201 e s.m.i. ' D.Lgs 19 del 02/02/2021 ' DGR n. 1593/2024 - DGR n. 1075/2025 - Prescrizione di estirpazione per n. 33 piante infette da Xylella f. (art. 13 del Reg. (UE) 2020/1201 e s.m.i.) site in agro di Crispiano (TA) - Area delimitata a Xylella fastidiosa sottospecie Pauca ST 53 ' zona di applicazione di misure di contenimento
DET-55-2026-FITO,55,2026,2026-03-30,Massafra,Removal of infected plants,"Art. 13, Regulation (EU) 2020/1201",Each plant found infected.,1,,Reg. (UE) 2020/1201 e s.m.i. ' D.Lgs 19 del 02/02/2021 ' DGR n. 1593/2024 - DGR n. 1075/2025 - Prescrizione di estirpazione per n. 1 pianta infetta da Xylella f. (art. 13 del Reg. (UE) 2020/1201 e s.m.i.) sita in agro di Massafra (TA) - Area delimitata a Xylella fastidiosa sottospecie Pauca ST 53 ' zona di applicazione di misure di contenimento
DET-63-2026-FITO,63,2026,2026-04-03,Cagnano Varano,Eradication,"Art. 7, Regulation (EU) 2020/1201","The infected plant, and every specified host plant within fifty metres of it.",,,"Reg. (UE) 2020/1201 - D.Lgs 19 del 02/02/2021 ' D.G.R. N. 1075/2025. Integrazione della Determina n. 173 del 24/10/2025 di prescrizione di misure di eradicazione in agro di Cagnano Varano (FG) - Area delimitata per ""Xylella fastidiosa sottospecie pauca - Cagnano Varano (FG)"""
DET-93-2026-FITO,93,2026,2026-05-26,Mola di Bari,Eradication,"Art. 7, Regulation (EU) 2020/1201","The infected plant, and every specified host plant within fifty metres of it.",11,,"Reg. (UE) 2020/1201 e s.m.i. - D.Lgs 19 del 02/02/2021 ' D.G.R. N. 1075/2025. Prescrizione di misure di eradicazione per n. 11 piante di olivo infette, ai sensi dell'art. 7 del Reg. (UE) 2020/1201 e s.m.i., site in agro di Mola di Bari (BA) - Area delimitata per 'Xylella fastidiosa sottospecie pauca ST53 ex Salento'."
DET-94-2026-FITO,94,2026,2026-05-26,Alberobello,Removal of infected plants,"Art. 13, Regulation (EU) 2020/1201",Each plant found infected.,2,,Reg. (UE) 2020/1201 e s.m.i. ' D.Lgs 19 del 02/02/2021 ' DGR n. 1593/2024 - DGR n. 1075/2025 - Prescrizione di estirpazione per n. 2 piante infette da Xylella f. (art. 13 del Reg. (UE) 2020/1201 e s.m.i.) site in agro di Alberobello (BA) - Xylella fastidiosa sottospecie pauca ST53 ex Salento ' zona di applicazione di misure di contenimento
DET-102-2026-FITO,102,2026,2026-06-09,Santeramo in Colle,Eradication,"Art. 7, Regulation (EU) 2020/1201","The infected plant, and every specified host plant within fifty metres of it.",4,,"Reg. (UE) 2020/1201 ' D.Lgs 19 del 02/02/2021 ' D.G.R. N. 1075/2025. Prescrizione di misure di eradicazione di n. 4 piante infette, ai sensi dell'art. 7 del Reg. (UE) 2020/1201, site in agro di Santeramo in Colle (BA) - Area delimitata per ""Xylella fastidiosa sottospecie multiplex ST26 ' Santeramo in Colle"""
DET-103-2026-FITO,103,2026,2026-06-09,Cassano delle Murge,Eradication,"Art. 7, Regulation (EU) 2020/1201","The infected plant, and every specified host plant within fifty metres of it.",3,,"Reg. (UE) 2020/1201 ' D.Lgs 19 del 02/02/2021 ' D.G.R. N. 1075/2025. Prescrizione di misure di eradicazione di n. 3 piante infette, ai sensi dell'art. 7 del Reg. (UE) 2020/1201, site in agro di Cassano delle Murge (BA) - Area delimitata per ""Xylella fastidiosa sottospecie multiplex ST26 ' Santeramo in Colle"""
DET-104-2026-FITO,104,2026,2026-06-09,Altamura,Eradication,"Art. 7, Regulation (EU) 2020/1201","The infected plant, and every specified host plant within fifty metres of it.",1,,"Reg. (UE) 2020/1201 ' D.Lgs 19 del 02/02/2021 ' D.G.R. N. 1075/2025. Prescrizione di misure di eradicazione di n. 1 pianta infetta, ai sensi dell'art. 7 del Reg. (UE) 2020/1201, site in agro di Altamura (BA) - Area delimitata per ""Xylella fastidiosa sottospecie multiplex ST26 ' Santeramo in Colle"""
DET-114-2026-FITO,114,2026,2026-07-14,Bari,Eradication,"Art. 7, Regulation (EU) 2020/1201","The infected plant, and every specified host plant within fifty metres of it.",2,,"Reg. (UE) 2020/1201 e s.m.i. - D.Lgs 19 del 02/02/2021 ' D.G.R. N. 1075/2025. Prescrizione di misure di eradicazione per n. 2 piante infette, ai sensi dell'art. 7 del Reg. (UE) 2020/1201 e s.m.i., site in agro di Bari (BA) - Area delimitata per 'Xylella fastidiosa sottospecie ' pauca ST53 ' Modugno (BA) '"
